Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
American Samoa,US,2020-09-07,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16.0,ASM,2721.015078808792,
Alaska,US,2020-09-07,61.3707,-152.4044,5793,42,2323.0,3428.0,2.0,791.885666637049,388621.0,,0.7250129466597618,84000002.0,USA,53123.321190084,
Alabama,US,2020-09-07,32.3182,-86.9023,132973,2276,51154.0,79543.0,1.0,2711.9719121346634,987995.0,,1.7116256683687665,84000001.0,USA,20150.06572258644,
Maryland,US,2020-09-07,39.0639,-76.8021,112883,3804,7112.0,101967.0,24.0,1867.1679612549785,1405189.0,,3.3698608293542875,84000024.0,USA,23242.86101811541,
Massachusetts,US,2020-09-07,42.2302,-71.5301,122791,9133,105769.0,7889.0,25.0,1781.5153653179405,1869279.0,,7.437841535617431,84000025.0,USA,27120.46697694582,
Michigan,US,2020-09-07,43.3266,-84.5361,118403,6810,80678.0,30915.0,26.0,1185.5882185957005,2962678.0,,5.751543457513746,84000026.0,USA,29665.7697211445,
Minnesota,US,2020-09-07,45.6945,-93.9002,81225,1912,73403.0,5910.0,27.0,1440.2535484584812,1197675.0,,2.353955063096337,84000027.0,USA,21236.75800123129,
Washington,US,2020-09-07,47.4009,-121.4905,77545,1953,,75592.0,53.0,1018.3334158470776,1563053.0,,2.518537623315494,84000053.0,USA,20526.26346818005,
Virginia,US,2020-09-07,37.7693,-78.17,127516,2684,15742.0,109090.0,51.0,1493.9454765433713,1682098.0,,2.104833903196462,84000051.0,USA,19707.038318349474,
Virgin Islands,US,2020-09-07,18.3358,-64.8963,1190,17,1069.0,104.0,78.0,1109.3709214304358,17420.0,,1.4285714285714286,850.0,VIR,16239.698698586717,
Vermont,US,2020-09-07,44.0459,-72.7107,1651,58,1465.0,128.0,50.0,264.5879975448285,145993.0,,3.513022410660206,84000050.0,USA,23396.726544858964,
Utah,US,2020-09-07,40.15,-111.8624,55033,423,46468.0,8142.0,49.0,1716.5851829624717,691743.0,,0.7686297312521578,84000049.0,USA,21576.79545396415,
Texas,US,2020-09-07,31.0545,-97.5635,659041,13697,543412.0,101932.0,48.0,2272.8779994648207,5320999.0,,2.078322896451056,84000048.0,USA,18350.878871381767,
Tennessee,US,2020-09-07,35.7478,-86.6923,165109,1869,146213.0,17027.0,47.0,2417.700881541457,2344781.0,,1.1319794802221563,84000047.0,USA,34334.767279322514,
South Dakota,US,2020-09-07,44.2998,-99.4388,15300,173,12235.0,2892.0,46.0,1729.4799465104636,156093.0,,1.130718954248366,84000046.0,USA,17644.425705271748,
South Carolina,US,2020-09-07,33.8569,-80.945,125607,2907,51431.0,71269.0,45.0,2439.58005824367,1009710.0,,2.3143614607466145,84000045.0,USA,19610.916434666986,
Rhode Island,US,2020-09-07,41.6809,-71.5118,22243,1055,2147.0,19041.0,44.0,2099.6619660342412,557522.0,,4.743065234006204,84000044.0,USA,52628.14092646416,
Puerto Rico,US,2020-09-07,18.2208,-66.5901,35375,477,,34898.0,72.0,1205.935212558226,341347.0,,1.3484098939929328,630.0,PRI,11636.533342787641,
Pennsylvania,US,2020-09-07,40.5908,-77.2098,144540,7771,114687.0,22082.0,42.0,1129.0433072548335,1748241.0,,5.3763664037636625,84000042.0,USA,13656.010796447334,
West Virginia,US,2020-09-07,38.4912,-80.9545,11575,248,8581.0,2746.0,54.0,645.8733574868579,461765.0,,2.1425485961123107,84000054.0,USA,25766.022541677667,
Oregon,US,2020-09-07,44.571999999999996,-122.0709,28190,482,5198.0,22510.0,41.0,668.36789491616,588166.0,,1.7098261794962752,84000041.0,USA,13945.061059994969,
Ohio,US,2020-09-07,40.3888,-82.7649,131336,4276,108578.0,18482.0,39.0,1123.576665440453,2426014.0,,3.2557714564171287,84000039.0,USA,20754.49777998306,
Northern Mariana Islands,US,2020-09-07,15.0979,145.6739,59,2,29.0,28.0,69.0,106.99260118961266,13542.0,,3.389830508474576,580.0,MNP,24557.52212389381,
North Dakota,US,2020-09-07,47.5289,-99.78399999999999,13801,156,11080.0,2565.0,38.0,1811.007503326501,211898.0,,1.1303528729802188,84000038.0,USA,27805.874062740302,
North Carolina,US,2020-09-07,35.6301,-79.8064,177919,2897,156652.0,18370.0,37.0,1696.3918290509494,2459582.0,,1.6282690437783485,84000037.0,USA,23451.204242834057,
New York,US,2020-09-07,42.1657,-74.9481,440021,33002,75471.0,331548.0,36.0,2261.904645632745,8855109.0,,7.500096586299289,84000036.0,USA,45519.21882065705,
New Mexico,US,2020-09-07,34.8405,-106.2485,26144,807,13530.0,11807.0,35.0,1246.835101956335,791836.0,,3.086750305997552,84000035.0,USA,37763.49907407805,
New Jersey,US,2020-09-07,40.2989,-74.521,194390,15991,34202.0,144197.0,34.0,2188.5368360730854,3054528.0,,8.22624620608056,84000034.0,USA,34389.356678927164,
New Hampshire,US,2020-09-07,43.4525,-71.5639,7476,433,6805.0,238.0,33.0,549.8227196808733,222299.0,,5.79186730872124,84000033.0,USA,16348.988866016382,
Nevada,US,2020-09-07,38.3135,-117.0554,71967,1393,1853.0,68721.0,32.0,2336.4725682725157,622642.0,,1.9356093765197937,84000032.0,USA,20214.62549299451,
Nebraska,US,2020-09-07,41.1254,-98.2681,35975,404,27710.0,7861.0,31.0,1859.7421019764186,377461.0,,1.123002084781098,84000031.0,USA,19512.998291983902,
Montana,US,2020-09-07,46.9219,-110.4544,8316,118,6246.0,1952.0,30.0,778.0848782441255,267125.0,,1.418951418951419,84000030.0,USA,24993.49724638793,
Mississippi,US,2020-09-07,32.7416,-89.6787,87130,2585,67918.0,16627.0,28.0,2927.608799156225,598051.0,,2.9668311718122347,84000028.0,USA,20094.793641044183,
Oklahoma,US,2020-09-07,35.5653,-96.9289,64220,853,53414.0,9953.0,40.0,1622.9585710888455,924306.0,,1.3282466521332918,84000040.0,USA,23358.927826360108,
Wyoming,US,2020-09-07,42.756,-107.3025,4032,42,3416.0,574.0,56.0,696.6630324539229,78344.0,,1.0416666666666667,84000056.0,USA,13536.549755597749,
Missouri,US,2020-09-07,38.4561,-92.2884,95406,1687,,93719.0,29.0,1554.4948144401858,1054385.0,,1.7682326059157705,84000029.0,USA,17179.5905385774,
Alaska,US,2020-09-08,61.3707,-152.4044,5828,42,2339.0,3447.0,2.0,796.6700613086003,391656.0,,0.7206588881262869,84000002.0,USA,53538.196556602816,
Missouri,US,2020-09-08,38.4561,-92.2884,96181,1690,,94491.0,29.0,1567.1222538170712,1061230.0,,1.7571037938886058,84000029.0,USA,17291.119341848083,
Mississippi,US,2020-09-08,32.7416,-89.6787,87379,2585,74098.0,10696.0,28.0,2935.975315752001,606461.0,,2.958376726673457,84000028.0,USA,20377.3735790782,
Minnesota,US,2020-09-08,45.6945,-93.9002,81608,1914,74235.0,5459.0,27.0,1447.0447717156012,1201870.0,,2.345358298206058,84000027.0,USA,21311.142287298182,
Michigan,US,2020-09-08,43.3266,-84.5361,118902,6811,80678.0,31413.0,26.0,1190.5847855836926,2980084.0,,5.728246791475332,84000026.0,USA,29840.05878926673,
Massachusetts,US,2020-09-08,42.2302,-71.5301,122962,9141,105769.0,8052.0,25.0,1783.9963218006574,1878721.0,,7.434004001236154,84000025.0,USA,27257.45639864067,
Maryland,US,2020-09-08,39.0639,-76.8021,113239,3807,7142.0,102290.0,24.0,1873.056463458205,1410598.0,,3.361915947685868,84000024.0,USA,23332.329861984093,
Maine,US,2020-09-08,44.6939,-69.3819,4714,134,4086.0,494.0,23.0,350.6887306466539,302706.0,,2.8425965210012727,84000023.0,USA,22519.215718949094,
Louisiana,US,2020-09-08,31.1695,-91.8678,153433,5118,134432.0,13883.0,22.0,3300.4904067592583,1968354.0,,3.335657909315467,84000022.0,USA,42341.174936983654,
Kentucky,US,2020-09-08,37.6681,-84.6701,53319,997,10665.0,41657.0,21.0,1193.4400749562467,870650.0,,1.8698775295860763,84000021.0,USA,19487.773612795743,
Kansas,US,2020-09-08,38.5266,-96.7265,47012,484,1796.0,44732.0,20.0,1613.6949192569016,436686.0,,1.0295243767548712,84000020.0,USA,14989.321439432893,
Iowa,US,2020-09-08,42.0115,-93.2105,71019,1185,50466.0,19368.0,19.0,2250.948473409465,658977.0,,1.668567566425886,84000019.0,USA,20886.28778442317,
Montana,US,2020-09-08,46.9219,-110.4544,8381,119,6270.0,1992.0,30.0,784.1665902554132,268780.0,,1.4198782961460443,84000030.0,USA,25148.34699067533,
Indiana,US,2020-09-08,39.8494,-86.2583,100780,3380,77939.0,19461.0,18.0,1496.9804161153995,1150863.0,,3.353840047628497,84000018.0,USA,17094.85386616211,
Idaho,US,2020-09-08,44.2405,-114.4788,33978,389,16760.0,16829.0,16.0,1901.3298341134769,269238.0,,1.1448584378127022,84000016.0,USA,15065.932128937671,
Hawaii,US,2020-09-08,21.0943,-157.4983,10025,88,3028.0,6909.0,15.0,708.0442299868912,237012.0,,0.8778054862842892,84000015.0,USA,16739.648781810785,
Guam,US,2020-09-08,13.4443,144.7937,1713,19,951.0,743.0,66.0,1043.0557331530972,41412.0,,1.1091652072387623,316.0,GUM,25216.009352793964,
Grand Princess,US,2020-09-08,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,
Georgia,US,2020-09-08,33.0406,-83.6431,285350,6070,,279280.0,13.0,2687.563639500847,2511826.0,,2.1272121955493253,84000013.0,USA,23657.58621465868,
Florida,US,2020-09-08,27.7663,-81.6868,650092,11915,,638177.0,12.0,3026.8179557278313,4816873.0,,1.8328175089064318,84000012.0,USA,22427.283656560277,
District of Columbia,US,2020-09-08,38.8974,-77.0268,14362,611,11414.0,2337.0,11.0,2035.001112293464,316598.0,,4.254282133407603,84000011.0,USA,44859.858108194276,
Diamond Princess,US,2020-09-08,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
Delaware,US,2020-09-08,39.3185,-75.5071,18308,609,9920.0,7779.0,10.0,1880.12701229456,253970.0,,3.326414682106184,84000010.0,USA,26081.268151215285,
Connecticut,US,2020-09-08,41.5978,-72.7554,53782,4474,9049.0,40259.0,9.0,1508.490059846515,1286887.0,,8.318768361161728,84000009.0,USA,36094.90624457442,
Colorado,US,2020-09-08,39.0598,-105.3111,59651,1973,6074.0,51604.0,8.0,1035.8349471133943,1069606.0,,3.3075723793398266,84000008.0,USA,18573.6244898186,
Illinois,US,2020-09-08,40.3495,-88.9861,254276,8405,,245871.0,17.0,2006.625567075166,4480638.0,,3.3054633547798455,84000017.0,USA,35359.06954493754,
California,US,2020-09-08,36.1162,-119.6816,744344,13823,,730521.0,6.0,1883.8322510986031,12267948.0,,1.8570714615822792,84000006.0,USA,31048.488463936847,
American Samoa,US,2020-09-08,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,1571.0,,,16.0,ASM,2823.457522330656,
New Hampshire,US,2020-09-08,43.4525,-71.5639,7494,433,6825.0,236.0,33.0,551.1465304024164,222963.0,,5.777955697891648,84000033.0,USA,16397.822772633303,
Wyoming,US,2020-09-08,42.756,-107.3025,4105,42,3451.0,612.0,56.0,709.2762272379349,81469.0,,1.0231425091352009,84000056.0,USA,14076.498162447582,
Wisconsin,US,2020-09-08,44.2685,-89.6165,82477,1168,73122.0,8187.0,55.0,1416.5381694322339,1317836.0,,1.4161523818761594,84000055.0,USA,22633.764504672792,
West Virginia,US,2020-09-08,38.4912,-80.9545,11662,252,8626.0,2784.0,54.0,650.7278699794157,462760.0,,2.1608643457382954,84000054.0,USA,25821.54254087416,
Washington,US,2020-09-08,47.4009,-121.4905,77545,1953,,75592.0,53.0,1018.3334158470776,1563053.0,,2.518537623315494,84000053.0,USA,20526.26346818005,
Virginia,US,2020-09-08,37.7693,-78.17,128350,2686,15770.0,109894.0,51.0,1503.7164113863491,1689744.0,,2.0927152317880795,84000051.0,USA,19796.616936825987,
Virgin Islands,US,2020-09-08,18.3358,-64.8963,1191,18,1070.0,103.0,78.0,1110.3031659022265,17444.0,,1.5113350125944585,850.0,VIR,16262.072565909684,
Vermont,US,2020-09-08,44.0459,-72.7107,1654,58,1465.0,131.0,50.0,265.06877525084576,146782.0,,3.5066505441354288,84000050.0,USA,23523.171081541503,
Utah,US,2020-09-08,40.15,-111.8624,55359,424,46722.0,8213.0,49.0,1726.7537503610465,695347.0,,0.7659097888328907,84000049.0,USA,21689.21114999011,
Texas,US,2020-09-08,31.0545,-97.5635,662427,13792,553409.0,95226.0,48.0,2284.5555201443963,5339126.0,,2.08204073807378,84000048.0,USA,18413.39464732939,
Tennessee,US,2020-09-08,35.7478,-86.6923,165754,1896,148165.0,15693.0,47.0,2427.145654803933,2350991.0,,1.1438637981587172,84000047.0,USA,34425.70067771007,
South Dakota,US,2020-09-08,44.2998,-99.4388,15403,173,12551.0,2679.0,46.0,1741.1228507255335,156686.0,,1.123157826397455,84000046.0,USA,17711.457182937153,
Nevada,US,2020-09-08,38.3135,-117.0554,72104,1393,1920.0,68791.0,32.0,2340.9203949410353,624052.0,,1.9319316542771552,84000032.0,USA,20260.40239520336,
South Carolina,US,2020-09-08,33.8569,-80.945,125908,2912,51431.0,71565.0,45.0,2445.426178265097,1014151.0,,2.3127998220923214,84000045.0,USA,19697.170982890097,
Puerto Rico,US,2020-09-08,18.2208,-66.5901,35504,482,,35022.0,72.0,1210.3328278916538,341476.0,,1.357593510590356,630.0,PRI,11640.930958121064,
Pennsylvania,US,2020-09-08,40.5908,-77.2098,145156,7780,113690.0,23686.0,42.0,1133.8550595536365,1755076.0,,5.359750888699055,84000042.0,USA,13709.400937619928,
Oregon,US,2020-09-08,44.571999999999996,-122.0709,28356,486,5252.0,22618.0,41.0,672.3036547798025,591499.0,,1.713922979263648,84000041.0,USA,14024.084479425816,
Oklahoma,US,2020-09-08,35.5653,-96.9289,65053,854,54269.0,9930.0,40.0,1644.0100268614553,925139.0,,1.3127757367069928,84000040.0,USA,23379.97928213272,
Ohio,US,2020-09-08,40.3888,-82.7649,131992,4298,110279.0,17415.0,39.0,1129.1887313822278,2449545.0,,3.2562579550275776,84000039.0,USA,20955.804980708523,
Northern Mariana Islands,US,2020-09-08,15.0979,145.6739,59,2,29.0,28.0,69.0,106.99260118961266,13543.0,,3.389830508474576,580.0,MNP,24559.335557812272,
North Dakota,US,2020-09-08,47.5289,-99.78399999999999,13872,156,11452.0,2264.0,38.0,1820.3243305662795,212129.0,,1.1245674740484428,84000038.0,USA,27836.186556999302,
North Carolina,US,2020-09-08,35.6301,-79.8064,178635,2909,156652.0,19074.0,37.0,1703.2186241071295,2469977.0,,1.6284602681445406,84000037.0,USA,23550.316721338244,
New York,US,2020-09-08,42.1657,-74.9481,440578,33016,75503.0,332059.0,36.0,2264.7678746323104,8912935.0,,7.493792245640954,84000036.0,USA,45816.47031101401,
New Mexico,US,2020-09-08,34.8405,-106.2485,26181,807,13604.0,11770.0,35.0,1248.5996712178246,795247.0,,3.0823879912913945,84000035.0,USA,37926.17328356295,
New Jersey,US,2020-09-08,40.2989,-74.521,194667,15996,34226.0,144445.0,34.0,2191.655436328203,3070746.0,,8.217109217278736,84000034.0,USA,34571.946783394626,
Rhode Island,US,2020-09-08,41.6809,-71.5118,22592,1059,2179.0,19354.0,44.0,2132.6063542078673,582612.0,,4.6875,84000044.0,USA,54996.54980691191,
Arkansas,US,2020-09-08,34.9697,-92.3731,66021,917,59260.0,5844.0,5.0,2187.716631033692,783730.0,,1.3889520001211737,84000005.0,USA,25970.20880083664,
Nebraska,US,2020-09-08,41.1254,-98.2681,36469,407,27921.0,8141.0,31.0,1885.2796307707572,378300.0,,1.1160163426471799,84000031.0,USA,19556.370734612352,
Arizona,US,2020-09-08,33.7298,-111.4312,206045,5221,32003.0,168821.0,4.0,2830.787348924269,1266599.0,,2.53391249484336,84000004.0,USA,17401.404670630825,
Alabama,US,2020-09-08,32.3182,-86.9023,133606,2277,51154.0,80175.0,1.0,2724.8818879972914,992395.0,,1.7042647785279104,84000001.0,USA,20239.80331152098,
Minnesota,US,2020-09-09,45.6945,-93.9002,81868,1921,75055.0,4892.0,27.0,1451.6550016029416,1204193.0,,2.3464601553720623,84000027.0,USA,21352.332918176216,
Michigan,US,2020-09-09,43.3266,-84.5361,119872,6886,80678.0,32308.0,26.0,1200.2975510713734,3003277.0,,5.744460758142017,84000026.0,USA,30072.294016025262,
Massachusetts,US,2020-09-09,42.2302,-71.5301,123143,9146,107501.0,6496.0,25.0,1786.6223634578037,1890070.0,,7.427137555524879,84000025.0,USA,27422.11356309892,
Maryland,US,2020-09-09,39.0639,-76.8021,113575,3816,7157.0,102602.0,24.0,1878.6141509309127,1415522.0,,3.35989434294519,84000024.0,USA,23413.776448637705,
Maine,US,2020-09-09,44.6939,-69.3819,4713,134,4135.0,444.0,23.0,350.61433761936365,309725.0,,2.843199660513473,84000023.0,USA,23041.380377499976,
Louisiana,US,2020-09-09,31.1695,-91.8678,154955,5140,140440.0,9375.0,22.0,3333.230080747824,1999962.0,,3.3170920589848665,84000022.0,USA,43021.09321256224,
Kentucky,US,2020-09-09,37.6681,-84.6701,53977,1013,10725.0,42239.0,21.0,1208.16810003776,878290.0,,1.8767252718750584,84000021.0,USA,19658.779861462557,
Kansas,US,2020-09-09,38.5266,-96.7265,47424,499,1817.0,45108.0,20.0,1627.8368895354224,441414.0,,1.052209851551957,84000020.0,USA,15151.6108459301,
Iowa,US,2020-09-09,42.0115,-93.2105,71595,1204,51014.0,19377.0,19.0,2269.204803696907,661575.0,,1.6816816816816818,84000019.0,USA,20968.631440823818,
Indiana,US,2020-09-09,39.8494,-86.2583,101485,3397,78925.0,19163.0,18.0,1507.4524462142426,1158018.0,,3.3472927033551763,84000018.0,USA,17201.133831207808,
Illinois,US,2020-09-09,40.3495,-88.9861,255613,8433,,247180.0,17.0,2017.1765368213453,4528667.0,,3.299127978623936,84000017.0,USA,35738.091628661736,
Idaho,US,2020-09-09,44.2405,-114.4788,35353,420,16956.0,17977.0,16.0,1978.2716353350327,270534.0,,1.1880179899867056,84000016.0,USA,15138.453273943589,
Hawaii,US,2020-09-09,21.0943,-157.4983,10123,91,3063.0,6969.0,15.0,714.9657596166885,237786.0,,0.8989430010866344,84000015.0,USA,16794.31474031551,
Guam,US,2020-09-09,13.4443,144.7937,1758,20,1042.0,696.0,66.0,1070.456496721042,42095.0,,1.1376564277588168,316.0,GUM,25631.892053169657,
Grand Princess,US,2020-09-09,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,
Georgia,US,2020-09-09,33.0406,-83.6431,287300,6128,,281172.0,13.0,2705.929678039577,2527779.0,,2.1329620605638704,84000013.0,USA,23807.83924686809,
Florida,US,2020-09-09,27.7663,-81.6868,652259,12110,,640149.0,12.0,3036.907473073164,4831248.0,,1.8566244390648503,84000012.0,USA,22494.21342667526,
District of Columbia,US,2020-09-09,38.8974,-77.0268,14387,615,11452.0,2320.0,11.0,2038.543448166416,317660.0,,4.2746924306665735,84000011.0,USA,45010.33653607727,
Diamond Princess,US,2020-09-09,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
Delaware,US,2020-09-09,39.3185,-75.5071,18308,609,9920.0,7779.0,10.0,1880.12701229456,253970.0,,3.326414682106184,84000010.0,USA,26081.268151215285,
Connecticut,US,2020-09-09,41.5978,-72.7554,53871,4474,9049.0,40348.0,9.0,1510.9863525713358,1292847.0,,8.305024967050919,84000009.0,USA,36262.07371243886,
Colorado,US,2020-09-09,39.0598,-105.3111,59891,1977,6093.0,51821.0,8.0,1040.0025283326063,1073979.0,,3.3009968108730865,84000008.0,USA,18649.561292616992,
California,US,2020-09-09,36.1162,-119.6816,747290,13983,,733307.0,6.0,1891.2881717639627,12343797.0,,1.8711611288790158,84000006.0,USA,31240.45184701453,
Arkansas,US,2020-09-09,34.9697,-92.3731,66406,928,59920.0,5558.0,5.0,2200.47425213831,784228.0,,1.3974640845706714,84000005.0,USA,25986.710866577152,
Arizona,US,2020-09-09,33.7298,-111.4312,206541,5251,32151.0,169139.0,4.0,2837.6017366796923,1269197.0,,2.542352365874088,84000004.0,USA,17437.09777423686,
Mississippi,US,2020-09-09,32.7416,-89.6787,87805,2623,74098.0,11084.0,28.0,2950.28911522911,609638.0,,2.987301406525824,84000028.0,USA,20484.12226672791,
American Samoa,US,2020-09-09,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,1571.0,,,16.0,ASM,2823.457522330656,
Missouri,US,2020-09-09,38.4561,-92.2884,97504,1702,,95802.0,29.0,1588.6785148436775,1070909.0,,1.7455694125369217,84000029.0,USA,17448.823839562763,
Nebraska,US,2020-09-09,41.1254,-98.2681,36917,421,28051.0,8445.0,31.0,1908.4391710538835,385349.0,,1.140396023512203,84000031.0,USA,19920.77162625465,
Wyoming,US,2020-09-09,42.756,-107.3025,4152,42,3484.0,626.0,56.0,717.3970512769562,84835.0,,1.0115606936416186,84000056.0,USA,14658.08739043367,
Wisconsin,US,2020-09-09,44.2685,-89.6165,83334,1183,73964.0,8187.0,55.0,1431.257099694045,1326763.0,,1.4195886432908538,84000055.0,USA,22787.085263654346,
West Virginia,US,2020-09-09,38.4912,-80.9545,11814,255,8748.0,2811.0,54.0,659.20931709285,463930.0,,2.1584560690705943,84000054.0,USA,25886.827364049936,
Washington,US,2020-09-09,47.4009,-121.4905,78009,1978,,76031.0,53.0,1024.4267384978357,1583903.0,,2.535604866105193,84000053.0,USA,20800.069022637614,
Virginia,US,2020-09-09,37.7693,-78.17,129229,2697,15967.0,110565.0,51.0,1514.0145549438766,1700004.0,,2.0869928576403134,84000051.0,USA,19916.8205237432,
Virgin Islands,US,2020-09-09,18.3358,-64.8963,1197,18,1070.0,109.0,78.0,1115.8966327329679,17444.0,,1.5037593984962403,850.0,VIR,16262.072565909684,
Vermont,US,2020-09-09,44.0459,-72.7107,1656,58,1468.0,130.0,50.0,265.38929372152387,147170.0,,3.5024154589371985,84000050.0,USA,23585.351664853068,
Utah,US,2020-09-09,40.15,-111.8624,55673,427,47084.0,8162.0,49.0,1736.5480146651953,698541.0,,0.7669786072243278,84000049.0,USA,21788.838156956517,
Texas,US,2020-09-09,31.0545,-97.5635,667500,13923,558894.0,94683.0,48.0,2302.051108569524,5372132.0,,2.0858426966292134,84000048.0,USA,18527.22460821245,
Tennessee,US,2020-09-09,35.7478,-86.6923,166606,1931,149698.0,14977.0,47.0,2439.6215413459963,2367502.0,,1.1590218839657636,84000047.0,USA,34667.472230170155,
South Dakota,US,2020-09-09,44.2998,-99.4388,15571,173,12964.0,2434.0,46.0,1760.1132187656488,157889.0,,1.111039753387708,84000046.0,USA,17847.441782652975,
South Carolina,US,2020-09-09,33.8569,-80.945,126213,2942,51431.0,71840.0,45.0,2451.349987589134,1017319.0,,2.330980168445405,84000045.0,USA,19758.70091055748,
Montana,US,2020-09-09,46.9219,-110.4544,8468,122,6318.0,2028.0,30.0,792.3067278705213,271150.0,,1.4407179971658006,84000030.0,USA,25370.09556708689,
Rhode Island,US,2020-09-09,41.6809,-71.5118,22676,1062,2185.0,19429.0,44.0,2140.5356625361887,598317.0,,4.683365672958193,84000044.0,USA,56479.047274725046,
